epoch_h,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,hyper_param,hp_update
517,0.42653387784957886,0.88,2.45512318611145,0.22,2.8743457794189453,0.22,"tensor([-3.0058, -1.8607, -4.4207,  ...,  1.3733, -6.7872,  1.3213],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
518,0.4153631329536438,0.88,2.487154006958008,0.24,2.9900195598602295,0.18,"tensor([-3.0122, -1.8646, -4.4275,  ...,  1.3776, -6.7898,  1.3297],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
519,0.39627397060394287,0.9,2.437737464904785,0.18,2.8838467597961426,0.18,"tensor([-3.0231, -1.8713, -4.4396,  ...,  1.3806, -6.7949,  1.3354],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
520,0.48437273502349854,0.88,2.396984815597534,0.22,2.795201301574707,0.18,"tensor([-3.0415, -1.8825, -4.4588,  ...,  1.3675, -6.8001,  1.3383],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
521,0.4246419072151184,0.9,2.483628988265991,0.2,3.0063095092773438,0.16,"tensor([-3.0554, -1.8908, -4.4724,  ...,  1.3602, -6.8020,  1.3467],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
522,0.42355382442474365,0.9,2.369243860244751,0.22,2.8856139183044434,0.2,"tensor([-3.0495, -1.8880, -4.4690,  ...,  1.3586, -6.8036,  1.3546],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
523,0.4045863449573517,0.92,2.442033529281616,0.2,2.87014102935791,0.2,"tensor([-3.0612, -1.8952, -4.4818,  ...,  1.3529, -6.8048,  1.3600],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
524,0.4033358097076416,0.86,2.4208784103393555,0.22,2.878957509994507,0.18,"tensor([-3.0734, -1.9026, -4.4937,  ...,  1.3505, -6.8089,  1.3662],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
525,0.5361326336860657,0.88,2.440147638320923,0.18,3.0307016372680664,0.16,"tensor([-3.0890, -1.9125, -4.5099,  ...,  1.3496, -6.8098,  1.3733],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
526,0.4940662086009979,0.78,2.4268898963928223,0.24,3.0205893516540527,0.14,"tensor([-3.0917, -1.9142, -4.5145,  ...,  1.3487, -6.8099,  1.3833],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
527,0.4440740942955017,0.88,2.438459634780884,0.26,2.932602643966675,0.2,"tensor([-3.0866, -1.9118, -4.5126,  ...,  1.3592, -6.8129,  1.3917],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
528,0.4401578903198242,0.9,2.5002880096435547,0.22,2.8045918941497803,0.24,"tensor([-3.0719, -1.9038, -4.5033,  ...,  1.3552, -6.8204,  1.3967],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
529,0.41196173429489136,0.94,2.5006520748138428,0.2,2.860001564025879,0.14,"tensor([-3.0730, -1.9052, -4.5070,  ...,  1.3637, -6.8294,  1.4043],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
530,0.4697979688644409,0.86,2.290602207183838,0.24,2.9029111862182617,0.16,"tensor([-3.0743, -1.9062, -4.5104,  ...,  1.3688, -6.8294,  1.4124],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
531,0.505243182182312,0.86,2.5166757106781006,0.16,2.9872853755950928,0.18,"tensor([-3.1039, -1.9251, -4.5387,  ...,  1.3637, -6.8300,  1.4180],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
532,0.4337106943130493,0.9,2.329404354095459,0.22,2.8066298961639404,0.2,"tensor([-3.1088, -1.9289, -4.5466,  ...,  1.3541, -6.8308,  1.4237],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
533,0.39785757660865784,0.84,2.478653907775879,0.22,2.8902769088745117,0.2,"tensor([-3.1059, -1.9278, -4.5468,  ...,  1.3575, -6.8404,  1.4318],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
534,0.519903838634491,0.86,2.4339609146118164,0.22,2.9850456714630127,0.18,"tensor([-3.0869, -1.9160, -4.5325,  ...,  1.3593, -6.8431,  1.4435],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
535,0.4114880859851837,0.88,2.467571496963501,0.24,2.985653877258301,0.18,"tensor([-3.0791, -1.9120, -4.5290,  ...,  1.3670, -6.8445,  1.4525],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
536,0.4095157980918884,0.88,2.347513198852539,0.26,2.804274082183838,0.2,"tensor([-3.0864, -1.9174, -4.5373,  ...,  1.3606, -6.8472,  1.4589],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
537,0.4392687976360321,0.9,2.380976915359497,0.2,2.788212299346924,0.22,"tensor([-3.1054, -1.9308, -4.5561,  ...,  1.3614, -6.8528,  1.4640],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
538,0.4056451916694641,0.88,2.413119316101074,0.24,2.9200525283813477,0.22,"tensor([-3.1034, -1.9298, -4.5549,  ...,  1.3600, -6.8552,  1.4706],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
539,0.45530739426612854,0.84,2.3458070755004883,0.24,2.92080020904541,0.16,"tensor([-3.0924, -1.9223, -4.5466,  ...,  1.3633, -6.8565,  1.4801],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
540,0.4230777323246002,0.88,2.4828577041625977,0.18,2.944312334060669,0.16,"tensor([-3.1014, -1.9292, -4.5559,  ...,  1.3663, -6.8618,  1.4873],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
541,0.42392420768737793,0.9,2.331427812576294,0.24,2.819126605987549,0.22,"tensor([-3.1069, -1.9336, -4.5626,  ...,  1.3512, -6.8677,  1.4933],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
542,0.4001096487045288,0.92,2.4532103538513184,0.24,2.837085485458374,0.24,"tensor([-3.1058, -1.9336, -4.5634,  ...,  1.3465, -6.8726,  1.4998],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
543,0.42137789726257324,0.86,2.283806085586548,0.24,2.94558048248291,0.2,"tensor([-3.1055, -1.9330, -4.5638,  ...,  1.3400, -6.8718,  1.5073],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
544,0.4554738700389862,0.84,2.3492884635925293,0.24,2.935208320617676,0.16,"tensor([-3.1188, -1.9427, -4.5768,  ...,  1.3405, -6.8744,  1.5129],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
545,0.3865475356578827,0.9,2.4461607933044434,0.22,2.92342472076416,0.2,"tensor([-3.1163, -1.9410, -4.5757,  ...,  1.3339, -6.8800,  1.5219],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
546,0.4121043384075165,0.92,2.4310872554779053,0.24,2.948934316635132,0.18,"tensor([-3.1042, -1.9329, -4.5655,  ...,  1.3329, -6.8853,  1.5312],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
547,0.4136315882205963,0.86,2.478598117828369,0.18,2.9398298263549805,0.18,"tensor([-3.1180, -1.9432, -4.5800,  ...,  1.3346, -6.8882,  1.5370],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
548,0.5196034908294678,0.84,2.3732006549835205,0.3,2.834043502807617,0.18,"tensor([-3.1211, -1.9459, -4.5858,  ...,  1.3093, -6.8931,  1.5398],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
549,0.4276183247566223,0.9,2.4220998287200928,0.22,2.945838689804077,0.18,"tensor([-3.1290, -1.9517, -4.5948,  ...,  1.3130, -6.8984,  1.5463],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
550,0.4719443917274475,0.92,2.5349082946777344,0.22,3.1037814617156982,0.18,"tensor([-3.0995, -1.9309, -4.5708,  ...,  1.3209, -6.9023,  1.5610],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
551,0.41534706950187683,0.86,2.4133968353271484,0.24,3.0242364406585693,0.14,"tensor([-3.0972, -1.9295, -4.5689,  ...,  1.3234, -6.9058,  1.5700],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
552,0.5932202935218811,0.82,2.5727322101593018,0.22,2.948371171951294,0.2,"tensor([-3.1340, -1.9578, -4.6039,  ...,  1.2942, -6.9084,  1.5716],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
553,0.40917614102363586,0.88,2.408315658569336,0.24,2.844564437866211,0.22,"tensor([-3.1389, -1.9611, -4.6094,  ...,  1.2961, -6.9147,  1.5764],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
554,0.46381911635398865,0.9,2.571840524673462,0.18,2.9407155513763428,0.16,"tensor([-3.1433, -1.9643, -4.6136,  ...,  1.2940, -6.9185,  1.5842],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
555,0.44899487495422363,0.88,2.3181183338165283,0.24,2.8833730220794678,0.22,"tensor([-3.1473, -1.9672, -4.6175,  ...,  1.2905, -6.9219,  1.5917],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
556,0.41844862699508667,0.92,2.3841288089752197,0.2,2.9478087425231934,0.18,"tensor([-3.1558, -1.9737, -4.6259,  ...,  1.2910, -6.9245,  1.5991],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
557,0.3921624422073364,0.94,2.379206418991089,0.2,2.8831429481506348,0.18,"tensor([-3.1675, -1.9827, -4.6381,  ...,  1.2859, -6.9300,  1.6043],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
558,0.39209920167922974,0.9,2.396099090576172,0.24,2.973126173019409,0.16,"tensor([-3.1554, -1.9736, -4.6276,  ...,  1.2800, -6.9376,  1.6121],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
559,0.5544974207878113,0.78,2.607006788253784,0.24,3.1416430473327637,0.18,"tensor([-3.1401, -1.9618, -4.6153,  ...,  1.2849, -6.9446,  1.6251],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
560,0.4009595215320587,0.88,2.3769702911376953,0.24,2.9642856121063232,0.16,"tensor([-3.1393, -1.9615, -4.6159,  ...,  1.2878, -6.9464,  1.6313],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
561,0.4414961636066437,0.9,2.41279673576355,0.24,2.923288583755493,0.2,"tensor([-3.1549, -1.9738, -4.6321,  ...,  1.2769, -6.9522,  1.6353],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
562,0.39728274941444397,0.84,2.5062026977539062,0.24,3.0833404064178467,0.18,"tensor([-3.1612, -1.9790, -4.6406,  ...,  1.2800, -6.9559,  1.6415],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
563,0.44114598631858826,0.84,2.3153553009033203,0.22,2.9634532928466797,0.2,"tensor([-3.1639, -1.9806, -4.6445,  ...,  1.2755, -6.9605,  1.6469],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
564,0.4931103587150574,0.92,2.6631853580474854,0.24,3.1317334175109863,0.14,"tensor([-3.1426, -1.9641, -4.6264,  ...,  1.2822, -6.9738,  1.6568],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
565,0.5344658493995667,0.9,2.54099178314209,0.22,3.0434951782226562,0.2,"tensor([-3.1195, -1.9463, -4.6060,  ...,  1.2874, -6.9821,  1.6674],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
566,0.4457080066204071,0.88,2.595592975616455,0.26,3.0541837215423584,0.14,"tensor([-3.1122, -1.9407, -4.6006,  ...,  1.2924, -6.9898,  1.6764],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
567,0.4458366334438324,0.88,2.451254367828369,0.22,2.9104843139648438,0.22,"tensor([-3.1024, -1.9330, -4.5930,  ...,  1.2935, -7.0061,  1.6837],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
568,0.40753746032714844,0.9,2.4666495323181152,0.24,3.079489231109619,0.2,"tensor([-3.0925, -1.9251, -4.5847,  ...,  1.2994, -7.0128,  1.6925],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
569,0.39483746886253357,0.92,2.370661497116089,0.26,2.9607198238372803,0.24,"tensor([-3.0980, -1.9296, -4.5917,  ...,  1.2887, -7.0170,  1.6989],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
570,0.409902960062027,0.94,2.4298477172851562,0.24,2.9621734619140625,0.2,"tensor([-3.1105, -1.9397, -4.6040,  ...,  1.2822, -7.0222,  1.7036],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
571,0.5248735547065735,0.8,2.365945816040039,0.22,3.1540915966033936,0.18,"tensor([-3.1242, -1.9504, -4.6170,  ...,  1.2799, -7.0241,  1.7106],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
572,0.4164491891860962,0.88,2.4744255542755127,0.2,3.156339645385742,0.18,"tensor([-3.1255, -1.9512, -4.6199,  ...,  1.2833, -7.0266,  1.7198],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
573,0.3976850211620331,0.96,2.2655324935913086,0.26,2.916658401489258,0.24,"tensor([-3.1239, -1.9495, -4.6195,  ...,  1.2714, -7.0340,  1.7252],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
574,0.3983875513076782,0.92,2.437593936920166,0.22,3.024202585220337,0.2,"tensor([-3.1140, -1.9419, -4.6121,  ...,  1.2730, -7.0424,  1.7311],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
575,0.4126904308795929,0.88,2.2723169326782227,0.24,2.988349676132202,0.2,"tensor([-3.1259, -1.9510, -4.6237,  ...,  1.2563, -7.0459,  1.7347],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
576,0.3847658038139343,0.88,2.389094829559326,0.26,3.121492862701416,0.2,"tensor([-3.1206, -1.9465, -4.6200,  ...,  1.2591, -7.0503,  1.7420],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
577,0.5575600862503052,0.78,2.3516902923583984,0.26,3.0788979530334473,0.18,"tensor([-3.1483, -1.9696, -4.6482,  ...,  1.2517, -7.0512,  1.7455],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
578,0.3653305172920227,0.96,2.516570806503296,0.28,3.046112060546875,0.16,"tensor([-3.1396, -1.9619, -4.6392,  ...,  1.2553, -7.0626,  1.7553],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
579,0.5768663883209229,0.8,2.5633111000061035,0.24,3.0388550758361816,0.18,"tensor([-3.1238, -1.9487, -4.6254,  ...,  1.2610, -7.0687,  1.7655],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
580,0.3961260914802551,0.94,2.4212255477905273,0.18,2.880690097808838,0.24,"tensor([-3.1228, -1.9482, -4.6254,  ...,  1.2613, -7.0741,  1.7709],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
581,0.4447822868824005,0.92,2.393723964691162,0.24,2.9161128997802734,0.24,"tensor([-3.1105, -1.9373, -4.6152,  ...,  1.2550, -7.0831,  1.7797],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
582,0.45275160670280457,0.88,2.4550204277038574,0.22,3.1467208862304688,0.18,"tensor([-3.1013, -1.9293, -4.6085,  ...,  1.2648, -7.0847,  1.7904],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
583,0.382266640663147,0.96,2.313720464706421,0.26,2.9379520416259766,0.2,"tensor([-3.1045, -1.9318, -4.6131,  ...,  1.2536, -7.0881,  1.7972],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
584,0.3772695064544678,0.9,2.3585760593414307,0.22,2.9848711490631104,0.22,"tensor([-3.1094, -1.9368, -4.6197,  ...,  1.2468, -7.0913,  1.8033],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
585,0.4795735478401184,0.8,2.3497040271759033,0.24,3.1264984607696533,0.2,"tensor([-3.1200, -1.9444, -4.6283,  ...,  1.2491, -7.0931,  1.8136],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
586,0.4298476278781891,0.88,2.3071231842041016,0.26,2.982682466506958,0.18,"tensor([-3.1434, -1.9653, -4.6519,  ...,  1.2440, -7.0953,  1.8171],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
587,0.4758959710597992,0.9,2.430602550506592,0.28,3.0319571495056152,0.14,"tensor([-3.1714, -1.9906, -4.6797,  ...,  1.2255, -7.1000,  1.8208],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
588,0.3948152959346771,0.9,2.415783166885376,0.24,3.063308000564575,0.2,"tensor([-3.1923, -2.0094, -4.6994,  ...,  1.2205, -7.1019,  1.8267],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
589,0.42205798625946045,0.88,2.375251054763794,0.22,3.1071083545684814,0.2,"tensor([-3.1927, -2.0091, -4.6997,  ...,  1.2216, -7.1031,  1.8371],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
590,0.43807801604270935,0.88,2.4172215461730957,0.26,2.9657773971557617,0.2,"tensor([-3.1893, -2.0061, -4.6971,  ...,  1.2243, -7.1156,  1.8437],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
591,0.4224706292152405,0.9,2.386608123779297,0.22,3.013572931289673,0.18,"tensor([-3.1810, -1.9975, -4.6885,  ...,  1.2182, -7.1258,  1.8552],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
592,0.409987211227417,0.84,2.362393856048584,0.26,3.087644338607788,0.18,"tensor([-3.1896, -2.0048, -4.6968,  ...,  1.2151, -7.1267,  1.8616],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
593,0.4824371039867401,0.88,2.2897422313690186,0.24,2.946411371231079,0.18,"tensor([-3.2027, -2.0173, -4.7119,  ...,  1.1856, -7.1277,  1.8640],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
594,0.38885581493377686,0.88,2.3581767082214355,0.24,2.9278736114501953,0.18,"tensor([-3.2083, -2.0224, -4.7173,  ...,  1.1827, -7.1349,  1.8709],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
595,0.4116384983062744,0.88,2.3966217041015625,0.26,3.0356216430664062,0.18,"tensor([-3.2098, -2.0240, -4.7199,  ...,  1.1797, -7.1364,  1.8768],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
596,0.41143128275871277,0.9,2.332831621170044,0.24,3.010411024093628,0.16,"tensor([-3.2032, -2.0181, -4.7154,  ...,  1.1699, -7.1385,  1.8880],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
597,0.3961864113807678,0.88,2.3720879554748535,0.22,2.9986343383789062,0.18,"tensor([-3.2046, -2.0192, -4.7171,  ...,  1.1761, -7.1494,  1.8985],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
598,0.37720787525177,0.96,2.3196511268615723,0.26,2.908348321914673,0.2,"tensor([-3.1970, -2.0119, -4.7102,  ...,  1.1775, -7.1575,  1.9097],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
599,0.5076645016670227,0.86,2.5169267654418945,0.24,3.0795397758483887,0.16,"tensor([-3.1955, -2.0104, -4.7088,  ...,  1.1831, -7.1615,  1.9200],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
600,0.41372206807136536,0.88,2.2280995845794678,0.24,2.9965767860412598,0.24,"tensor([-3.1954, -2.0102, -4.7090,  ...,  1.1768, -7.1620,  1.9278],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
601,0.3900398910045624,0.94,2.33469295501709,0.2,2.969521999359131,0.14,"tensor([-3.2064, -2.0200, -4.7202,  ...,  1.1586, -7.1713,  1.9342],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
602,0.37824374437332153,0.88,2.213165760040283,0.26,3.067453622817993,0.2,"tensor([-3.2103, -2.0238, -4.7249,  ...,  1.1562, -7.1713,  1.9409],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
603,0.4165653884410858,0.86,2.300044059753418,0.24,2.9995195865631104,0.18,"tensor([-3.2209, -2.0342, -4.7378,  ...,  1.1423, -7.1764,  1.9469],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
604,0.41260460019111633,0.92,2.1973040103912354,0.28,3.0096511840820312,0.18,"tensor([-3.2340, -2.0467, -4.7512,  ...,  1.1209, -7.1753,  1.9511],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
605,0.368757426738739,0.92,2.2222282886505127,0.22,2.989534854888916,0.2,"tensor([-3.2330, -2.0456, -4.7509,  ...,  1.1129, -7.1762,  1.9601],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
606,0.38390037417411804,0.92,2.3373398780822754,0.24,2.982666015625,0.22,"tensor([-3.2305, -2.0429, -4.7487,  ...,  1.1182, -7.1853,  1.9685],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
607,0.3928591012954712,0.94,2.238868474960327,0.3,2.9684247970581055,0.22,"tensor([-3.2229, -2.0354, -4.7416,  ...,  1.1061, -7.1891,  1.9786],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
608,0.39384737610816956,0.86,2.3738410472869873,0.22,3.0404834747314453,0.24,"tensor([-3.2231, -2.0358, -4.7425,  ...,  1.1062, -7.1975,  1.9880],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
609,0.45904433727264404,0.88,2.2425992488861084,0.26,3.129074811935425,0.16,"tensor([-3.2339, -2.0451, -4.7540,  ...,  1.1015, -7.1972,  1.9951],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
610,0.670179009437561,0.8,2.492889404296875,0.22,3.314908504486084,0.16,"tensor([-3.2612, -2.0708, -4.7805,  ...,  1.0911, -7.1940,  1.9994],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
611,0.5035666227340698,0.92,2.1969895362854004,0.18,2.7530906200408936,0.22,"tensor([-3.2736, -2.0819, -4.7930,  ...,  1.0685, -7.1986,  2.0014],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
612,0.4311470687389374,0.88,2.3064982891082764,0.22,2.9413042068481445,0.2,"tensor([-3.2866, -2.0940, -4.8052,  ...,  1.0720, -7.2014,  2.0081],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
613,0.5084048509597778,0.86,2.1819608211517334,0.28,2.940553903579712,0.18,"tensor([-3.3042, -2.1101, -4.8226,  ...,  1.0562, -7.2019,  2.0139],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
614,0.3788542151451111,0.88,2.319624900817871,0.22,2.997309684753418,0.22,"tensor([-3.3104, -2.1160, -4.8291,  ...,  1.0420, -7.2049,  2.0211],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
