epoch_h,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,hyper_param,hp_update
3299,0.07702244073152542,1.0,0.9529744982719421,0.72,5.50898551940918,0.2,"tensor([-7.4275, -4.3099, -7.4779,  ..., -8.8263, -9.8955,  8.5815],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3300,0.06432138383388519,1.0,0.9551582336425781,0.68,4.8175249099731445,0.18,"tensor([-7.4294, -4.3108, -7.4786,  ..., -8.8151, -9.8911,  8.5848],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3301,0.0672537088394165,1.0,0.8887679576873779,0.74,5.325880527496338,0.2,"tensor([-7.4334, -4.3148, -7.4818,  ..., -8.8237, -9.8860,  8.5846],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3302,0.05794550105929375,1.0,0.8940898180007935,0.7,4.89863395690918,0.18,"tensor([-7.4308, -4.3102, -7.4769,  ..., -8.8220, -9.8862,  8.5804],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3303,0.0750584676861763,1.0,0.9359411001205444,0.66,4.391273498535156,0.22,"tensor([-7.4280, -4.3033, -7.4692,  ..., -8.8147, -9.8740,  8.6110],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3304,0.08952876925468445,1.0,0.9507620334625244,0.68,5.383782386779785,0.18,"tensor([-7.4310, -4.3052, -7.4705,  ..., -8.8337, -9.8675,  8.6116],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3305,0.09588790684938431,0.98,0.9790234565734863,0.66,5.295474052429199,0.2,"tensor([-7.4277, -4.3032, -7.4679,  ..., -8.8240, -9.8623,  8.6126],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3306,0.08120261132717133,1.0,0.8883516788482666,0.72,4.9164886474609375,0.24,"tensor([-7.4207, -4.2953, -7.4596,  ..., -8.8223, -9.8570,  8.6117],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3307,0.06878677010536194,1.0,0.8454698920249939,0.72,5.111889839172363,0.2,"tensor([-7.4181, -4.2920, -7.4559,  ..., -8.8196, -9.8609,  8.6130],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3308,0.07401301711797714,1.0,0.8389540910720825,0.74,5.186367988586426,0.18,"tensor([-7.4135, -4.2867, -7.4501,  ..., -8.8260, -9.8611,  8.6130],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3309,0.09139209985733032,0.98,0.9268487691879272,0.74,5.351579666137695,0.22,"tensor([-7.4129, -4.2872, -7.4508,  ..., -8.8293, -9.8599,  8.6119],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3310,0.05999501794576645,1.0,0.8455569744110107,0.72,5.046697616577148,0.22,"tensor([-7.4247, -4.2992, -7.4623,  ..., -8.8457, -9.8597,  8.6120],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3311,0.07379614561796188,1.0,0.8314163088798523,0.74,4.9481987953186035,0.2,"tensor([-7.4332, -4.3055, -7.4648,  ..., -8.8420, -9.8619,  8.6123],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3312,0.07382931560277939,1.0,0.8539917469024658,0.74,5.294033050537109,0.22,"tensor([-7.4258, -4.2968, -7.4554,  ..., -8.8628, -9.8634,  8.6124],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3313,0.06004888564348221,1.0,0.9139524698257446,0.68,5.107508659362793,0.2,"tensor([-7.4315, -4.3021, -7.4587,  ..., -8.8559, -9.8629,  8.6126],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3314,0.07222191989421844,1.0,0.8633190989494324,0.72,4.814976692199707,0.2,"tensor([-7.4204, -4.2882, -7.4438,  ..., -8.8531, -9.8623,  8.6142],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3315,0.0724944993853569,1.0,0.8984972238540649,0.7,4.894687652587891,0.2,"tensor([-7.4246, -4.2906, -7.4459,  ..., -8.8459, -9.8676,  8.6117],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3316,0.060216378420591354,1.0,0.8798519968986511,0.72,4.961148738861084,0.18,"tensor([-7.4184, -4.2835, -7.4385,  ..., -8.8335, -9.8665,  8.6069],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3317,0.08344878256320953,1.0,0.9542405009269714,0.68,5.753009796142578,0.2,"tensor([-7.4074, -4.2731, -7.4272,  ..., -8.8456, -9.8664,  8.6057],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3318,0.0746060386300087,1.0,1.0574604272842407,0.62,5.1380791664123535,0.2,"tensor([-7.3870, -4.2524, -7.4066,  ..., -8.8211, -9.8700,  8.6070],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3319,0.08528618514537811,1.0,1.0838969945907593,0.58,5.188701152801514,0.18,"tensor([-7.4256, -4.2939, -7.4480,  ..., -8.8242, -9.8795,  8.6146],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3320,0.09230503439903259,1.0,0.9450846314430237,0.66,4.95021390914917,0.18,"tensor([-7.4242, -4.2918, -7.4453,  ..., -8.8221, -9.8876,  8.6016],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3321,0.06823839992284775,1.0,0.9373909831047058,0.7,5.2596940994262695,0.2,"tensor([-7.4171, -4.2839, -7.4378,  ..., -8.8227, -9.8877,  8.6027],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3322,0.09259013831615448,1.0,0.8540741205215454,0.74,4.98969030380249,0.22,"tensor([-7.4131, -4.2787, -7.4321,  ..., -8.8231, -9.8825,  8.6073],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3323,0.08288883417844772,0.98,0.9950059652328491,0.64,5.792855739593506,0.2,"tensor([-7.3897, -4.2533, -7.4050,  ..., -8.8157, -9.8845,  8.6073],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3324,0.07733152061700821,1.0,0.9471734762191772,0.72,4.724818229675293,0.2,"tensor([-7.3713, -4.2334, -7.3849,  ..., -8.7994, -9.8853,  8.6236],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3325,0.07768190652132034,1.0,0.9652780294418335,0.7,5.181821346282959,0.24,"tensor([-7.3740, -4.2348, -7.3852,  ..., -8.8026, -9.8924,  8.6202],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3326,0.09446671605110168,1.0,1.0026419162750244,0.64,4.438779354095459,0.18,"tensor([-7.3907, -4.2500, -7.3986,  ..., -8.7980, -9.8929,  8.6048],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3327,0.07226727157831192,1.0,0.8993470072746277,0.68,4.9422430992126465,0.2,"tensor([-7.4008, -4.2592, -7.4071,  ..., -8.8087, -9.8936,  8.5980],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3328,0.0643313005566597,1.0,0.9202390909194946,0.64,4.741868019104004,0.22,"tensor([-7.4110, -4.2694, -7.4170,  ..., -8.8200, -9.8915,  8.6041],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3329,0.09615404903888702,0.98,0.9231346249580383,0.72,4.707303524017334,0.22,"tensor([-7.4098, -4.2665, -7.4140,  ..., -8.8266, -9.8957,  8.6004],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3330,0.07511071860790253,1.0,0.8594741821289062,0.72,5.175103187561035,0.2,"tensor([-7.3963, -4.2516, -7.3989,  ..., -8.8174, -9.8990,  8.5978],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3331,0.07912406325340271,1.0,0.9214775562286377,0.74,4.974817752838135,0.18,"tensor([-7.3943, -4.2479, -7.3941,  ..., -8.8026, -9.9097,  8.6036],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3332,0.10119445621967316,1.0,0.9952273368835449,0.7,4.8794846534729,0.2,"tensor([-7.3828, -4.2339, -7.3797,  ..., -8.7982, -9.9164,  8.6077],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3333,0.08030447363853455,1.0,0.8819569945335388,0.7,5.129725456237793,0.26,"tensor([-7.3829, -4.2344, -7.3804,  ..., -8.8114, -9.9250,  8.6075],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3334,0.06777529418468475,1.0,0.8861004710197449,0.68,4.869703769683838,0.2,"tensor([-7.3762, -4.2262, -7.3720,  ..., -8.8113, -9.9329,  8.6067],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3335,0.08783841133117676,1.0,0.9381294846534729,0.7,5.4447455406188965,0.2,"tensor([-7.3754, -4.2266, -7.3735,  ..., -8.8200, -9.9397,  8.6075],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3336,0.0700119286775589,1.0,0.848884105682373,0.72,5.128347873687744,0.22,"tensor([-7.3839, -4.2355, -7.3826,  ..., -8.8341, -9.9456,  8.6075],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3337,0.07435273379087448,1.0,0.9265442490577698,0.7,5.420132637023926,0.22,"tensor([-7.3783, -4.2317, -7.3790,  ..., -8.8336, -9.9565,  8.6067],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3338,0.0646439865231514,1.0,0.8881089687347412,0.72,5.179235458374023,0.24,"tensor([-7.3788, -4.2318, -7.3760,  ..., -8.8312, -9.9604,  8.6061],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3339,0.08001503348350525,1.0,0.9062014818191528,0.68,5.191251754760742,0.22,"tensor([-7.3746, -4.2276, -7.3705,  ..., -8.8187, -9.9602,  8.6077],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3340,0.06747997552156448,1.0,0.9261450171470642,0.68,5.412298679351807,0.2,"tensor([-7.3756, -4.2279, -7.3705,  ..., -8.8149, -9.9607,  8.6092],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3341,0.07687228918075562,1.0,0.8744769096374512,0.72,5.222108840942383,0.2,"tensor([-7.3759, -4.2277, -7.3693,  ..., -8.8196, -9.9617,  8.6077],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3342,0.05652312934398651,1.0,0.8423802256584167,0.76,5.404718399047852,0.18,"tensor([-7.3723, -4.2244, -7.3644,  ..., -8.8323, -9.9624,  8.6059],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3343,0.0766666904091835,0.98,0.832135021686554,0.76,5.2626633644104,0.2,"tensor([-7.3627, -4.2121, -7.3506,  ..., -8.8243, -9.9672,  8.6047],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3344,0.05657625198364258,1.0,0.9138185381889343,0.7,5.5734148025512695,0.18,"tensor([-7.3622, -4.2122, -7.3501,  ..., -8.8185, -9.9753,  8.6035],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3345,0.07331673800945282,1.0,0.8604848980903625,0.72,5.425122261047363,0.24,"tensor([-7.3601, -4.2102, -7.3477,  ..., -8.8259, -9.9664,  8.6028],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3346,0.07676620781421661,1.0,0.9140493273735046,0.68,4.801651477813721,0.2,"tensor([-7.3396, -4.1886, -7.3256,  ..., -8.8085, -9.9663,  8.6057],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3347,0.07958820462226868,1.0,0.8787348866462708,0.7,5.411097526550293,0.2,"tensor([-7.3341, -4.1817, -7.3166,  ..., -8.7986, -9.9747,  8.6058],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3348,0.08228448033332825,1.0,0.8479740619659424,0.76,5.241642475128174,0.2,"tensor([-7.3157, -4.1613, -7.2943,  ..., -8.7927, -9.9825,  8.6057],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3349,0.07518436759710312,1.0,0.8123904466629028,0.72,5.139691352844238,0.22,"tensor([-7.3181, -4.1630, -7.2944,  ..., -8.7924, -9.9786,  8.6063],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3350,0.06923577189445496,1.0,0.872682511806488,0.7,5.455357551574707,0.2,"tensor([-7.3214, -4.1677, -7.2968,  ..., -8.7826, -9.9828,  8.6066],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3351,0.07553169876337051,1.0,0.8271540999412537,0.78,5.68153190612793,0.18,"tensor([-7.3128, -4.1580, -7.2862,  ..., -8.7825, -9.9782,  8.6059],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3352,0.08085034042596817,1.0,0.8556439876556396,0.76,5.330698013305664,0.2,"tensor([-7.3349, -4.1802, -7.3088,  ..., -8.7910, -9.9744,  8.6019],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3353,0.06856120377779007,1.0,0.8107098937034607,0.74,5.2127227783203125,0.2,"tensor([-7.3304, -4.1737, -7.3014,  ..., -8.7861, -9.9750,  8.6012],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3354,0.06697522848844528,1.0,0.8092250823974609,0.76,5.013327598571777,0.22,"tensor([-7.3313, -4.1736, -7.3002,  ..., -8.7878, -9.9764,  8.6012],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3355,0.06927464157342911,1.0,0.8390011787414551,0.74,5.046743392944336,0.2,"tensor([-7.3248, -4.1665, -7.2928,  ..., -8.7718, -9.9757,  8.6019],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3356,0.4096764028072357,0.86,1.6223384141921997,0.42,4.055848598480225,0.24,"tensor([-7.3203, -4.1573, -7.2816,  ..., -8.7678, -9.9514,  8.6138],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3357,0.3316042721271515,0.84,1.52940034866333,0.5,5.605231285095215,0.18,"tensor([-7.3068, -4.1425, -7.2662,  ..., -8.7324, -9.9648,  8.5804],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3358,0.10832652449607849,1.0,0.9106675982475281,0.68,4.477207660675049,0.22,"tensor([-7.3040, -4.1382, -7.2616,  ..., -8.7460, -9.9680,  8.5773],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3359,0.10044530779123306,1.0,0.8830697536468506,0.72,4.714691638946533,0.22,"tensor([-7.2975, -4.1325, -7.2557,  ..., -8.7449, -9.9720,  8.5797],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3360,0.07370281219482422,1.0,0.8939347863197327,0.72,4.76773738861084,0.2,"tensor([-7.3057, -4.1403, -7.2629,  ..., -8.7589, -9.9763,  8.5739],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3361,0.07259482145309448,1.0,0.8732932209968567,0.74,5.227370738983154,0.2,"tensor([-7.3049, -4.1419, -7.2645,  ..., -8.7568, -9.9778,  8.5813],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3362,0.10211451351642609,0.98,0.8098523020744324,0.72,4.908771514892578,0.2,"tensor([-7.3043, -4.1402, -7.2617,  ..., -8.7458, -9.9733,  8.5792],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3363,0.10385897755622864,1.0,0.947266697883606,0.66,5.301795482635498,0.2,"tensor([-7.2694, -4.1000, -7.2201,  ..., -8.7489, -9.9745,  8.5801],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3364,0.07143799960613251,1.0,0.8376380801200867,0.68,4.876128673553467,0.2,"tensor([-7.2785, -4.1076, -7.2266,  ..., -8.7580, -9.9800,  8.5879],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3365,0.10836951434612274,1.0,0.8405764698982239,0.76,5.395106792449951,0.2,"tensor([-7.2537, -4.0794, -7.1975,  ..., -8.7553, -9.9813,  8.5887],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3366,0.07601037621498108,1.0,0.8840177655220032,0.74,5.037099361419678,0.18,"tensor([-7.2467, -4.0723, -7.1907,  ..., -8.7351, -9.9853,  8.5729],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3367,0.07412437349557877,1.0,0.8473532795906067,0.74,4.718679904937744,0.2,"tensor([-7.2524, -4.0770, -7.1944,  ..., -8.7377, -9.9852,  8.5738],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3368,0.07789494842290878,1.0,0.8368602991104126,0.72,5.055275917053223,0.2,"tensor([-7.2527, -4.0774, -7.1943,  ..., -8.7412, -9.9873,  8.5746],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3369,0.07496082037687302,1.0,0.9849597811698914,0.64,4.302547454833984,0.18,"tensor([-7.2441, -4.0669, -7.1832,  ..., -8.7218, -9.9821,  8.5820],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3370,0.07772708684206009,1.0,0.8815539479255676,0.72,4.928729057312012,0.22,"tensor([-7.2510, -4.0742, -7.1876,  ..., -8.7347, -9.9856,  8.5757],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3371,0.09077165275812149,0.98,0.9359223246574402,0.68,4.737142562866211,0.16,"tensor([-7.2478, -4.0682, -7.1810,  ..., -8.7299, -9.9894,  8.5544],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3372,0.07225336134433746,1.0,0.8882387280464172,0.66,4.994258880615234,0.2,"tensor([-7.2564, -4.0771, -7.1894,  ..., -8.7319, -9.9972,  8.5553],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3373,0.08947931975126266,1.0,0.9069992303848267,0.74,5.1725287437438965,0.22,"tensor([-7.2635, -4.0830, -7.1954,  ..., -8.7584, -9.9964,  8.5508],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3374,0.07003970444202423,1.0,0.9097723960876465,0.68,5.1197686195373535,0.2,"tensor([ -7.2594,  -4.0794,  -7.1906,  ...,  -8.7528, -10.0017,   8.5556],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3375,0.07781801372766495,1.0,0.9145466089248657,0.72,4.969682693481445,0.22,"tensor([ -7.2455,  -4.0631,  -7.1739,  ...,  -8.7549, -10.0050,   8.5590],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3376,0.12894852459430695,0.98,0.9862792491912842,0.6,5.32034158706665,0.24,"tensor([ -7.2702,  -4.0903,  -7.1993,  ...,  -8.7473, -10.0130,   8.5617],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3377,0.06233317404985428,1.0,0.9640879034996033,0.68,4.6353559494018555,0.18,"tensor([ -7.2500,  -4.0675,  -7.1764,  ...,  -8.7287, -10.0224,   8.5646],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3378,0.0780574157834053,1.0,0.8456805348396301,0.72,5.092627048492432,0.22,"tensor([ -7.2544,  -4.0705,  -7.1777,  ...,  -8.7396, -10.0270,   8.5646],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3379,0.07798171043395996,1.0,0.8593151569366455,0.68,5.168300151824951,0.22,"tensor([ -7.2679,  -4.0844,  -7.1915,  ...,  -8.7713, -10.0232,   8.5643],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3380,0.06852611899375916,1.0,0.8771249651908875,0.66,5.0455780029296875,0.16,"tensor([ -7.2669,  -4.0831,  -7.1900,  ...,  -8.7504, -10.0199,   8.5671],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3381,0.07445745170116425,1.0,0.8902713656425476,0.66,5.106176376342773,0.2,"tensor([ -7.2840,  -4.1003,  -7.2069,  ...,  -8.7532, -10.0149,   8.5672],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3382,0.07831089198589325,1.0,0.8416754007339478,0.72,5.346231460571289,0.22,"tensor([ -7.2820,  -4.0982,  -7.2038,  ...,  -8.7707, -10.0196,   8.5672],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3383,0.06934429705142975,1.0,0.8241921067237854,0.76,5.362258434295654,0.2,"tensor([ -7.2786,  -4.0928,  -7.1972,  ...,  -8.7875, -10.0225,   8.5648],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3384,0.06874257326126099,1.0,0.8168761730194092,0.78,5.069729804992676,0.2,"tensor([ -7.2798,  -4.0934,  -7.1968,  ...,  -8.7860, -10.0194,   8.5656],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3385,0.053736284375190735,1.0,0.8146069049835205,0.74,5.408273220062256,0.2,"tensor([ -7.2776,  -4.0898,  -7.1923,  ...,  -8.7799, -10.0154,   8.5641],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3386,0.07412710785865784,1.0,0.7915123105049133,0.76,5.1561102867126465,0.2,"tensor([ -7.2838,  -4.0961,  -7.1974,  ...,  -8.7856, -10.0091,   8.5636],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3387,0.06916210055351257,1.0,0.7985861897468567,0.76,5.320125579833984,0.2,"tensor([ -7.2808,  -4.0921,  -7.1908,  ...,  -8.7908, -10.0092,   8.5627],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3388,0.08348515629768372,1.0,0.8419538140296936,0.74,5.495766639709473,0.22,"tensor([ -7.2552,  -4.0654,  -7.1627,  ...,  -8.7904, -10.0087,   8.5627],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3389,0.21774891018867493,0.96,1.0965964794158936,0.56,5.918576717376709,0.22,"tensor([ -7.2320,  -4.0410,  -7.1374,  ...,  -8.7896, -10.0145,   8.5638],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3390,0.15304073691368103,0.96,1.0445975065231323,0.58,4.966413497924805,0.24,"tensor([ -7.2014,  -4.0087,  -7.1039,  ...,  -8.7786, -10.0212,   8.5651],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3391,0.14115411043167114,1.0,1.0299012660980225,0.66,3.8764662742614746,0.24,"tensor([ -7.1927,  -3.9954,  -7.0898,  ...,  -8.7764, -10.0023,   8.5756],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3392,0.11369683593511581,0.98,0.9993997812271118,0.66,5.230095386505127,0.24,"tensor([ -7.1752,  -3.9772,  -7.0710,  ...,  -8.7696, -10.0042,   8.5761],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3393,0.06962978094816208,1.0,0.8258432745933533,0.74,4.842045307159424,0.18,"tensor([ -7.1709,  -3.9724,  -7.0653,  ...,  -8.7613, -10.0115,   8.5752],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3394,0.06451811641454697,1.0,0.8180860877037048,0.74,4.691080570220947,0.18,"tensor([ -7.1760,  -3.9767,  -7.0691,  ...,  -8.7536, -10.0083,   8.5747],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
3395,0.06910698115825653,1.0,0.8030190467834473,0.72,4.776869297027588,0.2,"tensor([ -7.1697,  -3.9694,  -7.0613,  ...,  -8.7424, -10.0071,   8.5757],
       device='cuda:0', requires_grad=True)","tensor([0., 0., 0.,  ..., 0., 0., 0.], device='cuda:0')"
